Keuwl Accelerometer Data File
2022-10-24 21-25-29

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
0.0000000,4.341578,9.545415,-0.819523,10.518358,94.468643,65.542351
0.0024107,4.267361,9.528656,-1.087662,10.497079,95.947418,65.875015
0.0048213,4.183568,9.502321,-1.233702,10.455542,96.776405,66.237640
0.0072318,4.121321,9.485563,-1.262431,10.418970,96.959435,66.515846
0.0096422,4.071045,9.495139,-1.240884,10.405329,96.849091,66.792747
0.0120526,4.051892,9.519080,-1.267219,10.422886,96.983322,66.942482
0.0144652,4.068651,9.516686,-1.288766,10.429869,97.097893,66.851929
0.0168775,4.066257,9.509504,-1.307919,10.424767,97.207474,66.848488
0.0192898,4.054286,9.511898,-1.365377,10.429654,97.522354,66.914688
0.0217042,4.066257,9.504715,-1.427624,10.436099,97.862526,66.838051
0.0241185,4.047104,9.531050,-1.473112,10.458968,98.096848,66.992798
0.0265326,4.011192,9.516686,-1.477900,10.432697,98.143936,67.145042
0.0289464,3.932187,9.485563,-1.449171,10.370058,98.033127,67.483818
0.0313599,3.896276,9.447257,-1.415653,10.316768,97.886932,67.587570
0.0337733,3.865152,9.406557,-1.300737,10.252542,97.288742,67.662247
0.0361864,3.853182,9.353888,-1.178638,10.184861,96.645409,67.611588
0.0385993,3.862758,9.334734,-1.061327,10.157981,95.997330,67.519989
0.0410120,3.913034,9.310793,-0.900922,10.139742,95.097488,67.204514
0.0434246,3.965704,9.310793,-0.774035,10.149719,94.373718,66.929604
0.0458369,4.001616,9.313187,-0.599266,10.154186,93.383369,66.748154
0.0482494,4.011192,9.325158,-0.414920,10.159743,92.340591,66.725166
0.0506614,4.015981,9.329947,-0.264092,10.160992,91.489326,66.711029
0.0530733,3.975281,9.308399,-0.089323,10.122111,90.505615,66.874428
0.0554849,3.965704,9.313187,0.073476,10.122631,89.584106,66.934914
0.0578965,3.948946,9.291641,0.255428,10.099209,88.550728,66.974518
0.0603079,3.920217,9.282064,0.389497,10.083478,87.786270,67.103569
0.0627192,3.884305,9.236576,0.487655,10.031947,87.213737,67.191536
0.0651304,3.891488,9.215029,0.626513,10.022622,86.416107,67.105766
0.0675231,3.896276,9.162359,0.717489,9.982213,85.878212,66.962471
0.0698874,3.920217,9.104901,0.789312,9.944363,85.447487,66.705170
0.0722461,3.982463,9.092930,0.863529,9.964290,85.028374,66.347847
0.0746070,4.032739,9.090536,0.861135,9.982103,85.051064,66.076996
0.0769697,4.116533,9.076172,0.863529,10.003421,85.047874,65.603149
0.0793302,4.176385,9.052231,0.832406,10.003899,85.227005,65.233040
0.0816979,4.245814,9.049837,0.791706,10.027626,85.471642,64.865952
0.0840592,4.274543,9.052231,0.712701,10.036062,85.927773,64.722908
0.0864147,4.255391,9.085748,0.631301,10.052747,86.399521,64.903542
0.0887757,4.269755,9.083354,0.559478,10.052420,86.809494,64.823486
0.0911373,4.260179,9.095325,0.437379,10.053126,87.506454,64.901978
0.0934968,4.224267,9.126448,0.334433,10.062222,88.095337,65.162468
0.0958587,4.214691,9.128842,0.145299,10.055868,89.172096,65.217728
0.0982204,4.267361,9.076172,-0.036652,10.029387,90.209389,64.818405
0.1005819,4.241026,8.987590,-0.031864,9.938012,90.183708,64.738510
0.1029427,4.241026,8.961255,-0.067776,9.914383,90.391685,64.673561
0.1053052,4.284120,9.001955,-0.187481,9.971160,91.077354,64.549759
0.1076656,4.324819,9.023502,-0.364644,10.013022,92.086998,64.392349
0.1100755,4.339184,9.071383,-0.525048,10.069468,92.988907,64.436455
0.1124854,4.315243,9.107295,-0.699818,10.102173,93.972290,64.647339
0.1148953,4.250602,9.088142,-0.704606,10.057755,94.017204,64.934105
0.1173051,4.221873,9.073778,-0.687847,10.031490,93.931786,65.048248
0.1197148,4.147656,9.109689,-0.709394,10.034576,94.053902,65.520149
0.1221246,4.090198,9.133630,-0.692635,10.031583,93.959167,65.876335
0.1245343,3.987251,9.138418,-0.699818,9.994929,94.014977,66.427513
0.1269439,3.929793,9.143206,-0.687847,9.975701,93.953812,66.741737
0.1293535,3.857970,9.138418,-0.680665,9.942732,93.925453,67.111969
0.1317631,3.762206,9.107295,-0.721365,9.880152,94.186974,67.554573
0.1341726,3.709536,9.092930,-0.709394,9.846079,94.131645,67.806587
0.1365821,3.673625,9.090536,-0.718970,9.831088,94.193916,67.995613
0.1389916,3.611378,9.054626,-0.728547,9.775432,94.274124,68.255737
0.1414011,3.577860,9.073778,-0.745306,9.782127,94.369629,68.480301
0.1438105,3.520402,9.078567,-0.757276,9.766630,94.447014,68.805168
0.1462199,3.525190,9.121660,-0.745306,9.807504,94.358299,68.870293
0.1486302,3.489279,9.126448,-0.764458,9.800587,94.473686,69.076843
0.1510394,3.419850,9.131236,-0.762064,9.780368,94.468887,69.467964
0.1534486,3.388727,9.140812,-0.733335,9.776282,94.301895,69.659004
0.1558578,3.285780,9.107295,-0.742911,9.710361,94.387817,70.161293
0.1582669,3.230716,9.104901,-0.757276,9.690729,94.481911,70.463654
0.1606765,3.266628,9.179118,-0.790793,9.775092,94.640236,70.410576
0.1630855,3.302539,9.217424,-0.802764,9.824058,94.687096,70.287750
0.1654945,3.304933,9.289247,-0.764458,9.889240,94.433502,70.415436
0.1679035,3.312116,9.289247,-0.733335,9.889287,94.252647,70.376114
0.1703124,3.348027,9.294035,-0.695029,9.903103,94.024498,70.189255
0.1727214,3.364786,9.301217,-0.668694,9.913707,93.867622,70.112030
0.1751302,3.386333,9.298823,-0.639965,9.916901,93.700027,69.990005
0.1775392,3.448579,9.320370,-0.630389,9.957881,93.629562,69.695297
0.1799481,3.496461,9.301217,-0.637571,9.957127,93.671257,69.398041
0.1823570,3.513220,9.303611,-0.692635,9.968933,93.984085,69.312515
0.1847658,3.582649,9.315582,-0.740517,10.008187,94.243256,68.963921
0.1871747,3.580255,9.298823,-0.802764,9.996538,94.606049,68.942184
0.1895835,3.599407,9.296429,-0.793188,10.000423,94.549217,68.834511
0.1919924,3.613772,9.286852,-0.809946,9.998049,94.646645,68.737610
0.1944012,3.632925,9.255729,-0.805158,9.975717,94.629478,68.569717
0.1968101,3.666442,9.231788,-0.821917,9.967158,94.730125,68.339294
0.1992190,3.695171,9.262911,-0.884163,10.011870,95.066475,68.251900
0.2016278,3.788541,9.248548,-0.920075,10.036693,95.259750,67.724213
0.2040366,3.860364,9.262911,-1.001474,10.084983,95.699066,67.375824
0.2064454,3.915429,9.262911,-1.054144,10.111544,95.984047,67.086235
0.2088542,3.920217,9.238970,-1.080479,10.094260,96.144653,67.007851
0.2112630,3.939370,9.224607,-1.090056,10.089610,96.202194,66.875084
0.2136718,4.011192,9.217424,-1.078085,10.110037,96.121384,66.482529
0.2160805,4.071045,9.241364,-1.104420,10.158542,96.241440,66.225342
0.2184894,4.145262,9.236576,-1.113997,10.185211,96.279228,65.830040
0.2208982,4.111744,9.174330,-1.197790,10.124696,96.794220,65.859070
0.2233071,4.106956,9.112083,-1.236096,10.071002,97.050156,65.738174
0.2257159,4.090198,9.097719,-1.295948,10.058712,97.402473,65.792030
0.2280927,4.114139,9.159966,-1.329466,10.129096,97.541954,65.813080
0.2304569,4.104562,9.198271,-1.262431,10.151322,97.143867,65.952042
0.2328166,4.073439,9.217424,-1.181032,10.146361,96.684357,66.158020
0.2352255,4.049498,9.217424,-1.046962,10.122029,95.936951,66.282639
0.2376343,3.958522,9.145601,-0.857828,10.002389,94.919861,66.595421
0.2400430,3.903458,9.097719,-0.776429,9.930172,94.484467,66.777809
0.2424518,3.819664,9.088142,-0.707000,9.883522,94.102051,67.203423
0.2448610,3.769388,9.126448,-0.627995,9.894176,93.639076,67.558487
0.2472697,3.726295,9.131236,-0.529837,9.876511,93.075172,67.800507
0.2496784,3.647289,9.143206,-0.498713,9.856452,92.900269,68.252594
0.2520871,3.601801,9.188694,-0.438861,9.879153,92.546082,68.595718
0.2544958,3.513220,9.183907,-0.379008,9.840249,92.207359,69.066101
0.2569046,3.482097,9.238970,-0.328732,9.878847,91.906952,69.348961
0.2593133,3.479702,9.332340,-0.259304,9.963340,91.491333,69.551277
0.2617220,3.436609,9.401769,-0.175510,10.011710,91.004471,69.921234
0.2641307,3.319298,9.399375,-0.074958,9.968531,90.430840,70.549820
0.2665395,3.197199,9.329947,0.037565,9.862626,89.781769,71.084366
0.2689481,3.094253,9.272488,0.104599,9.775703,89.386925,71.546013
0.2713577,2.974547,9.224607,0.195575,9.694304,88.844025,72.127670
0.2737674,2.883572,9.140812,0.241063,9.587885,88.559288,72.491531
0.2761770,2.754291,9.112083,0.250639,9.522552,88.491768,73.181618
0.2785867,2.699226,9.035472,0.308098,9.435067,88.128700,73.367188
0.2809963,2.577127,8.956467,0.384709,9.327802,87.636261,73.947395
0.2834059,2.495728,8.882250,0.408650,9.235259,87.463898,74.305740
0.2858154,2.526851,8.937314,0.430197,9.297614,87.348000,74.212784
0.2882250,2.577127,8.942102,0.482867,9.318581,87.029739,73.922943
