Keuwl Accelerometer Data File
2022-10-24 21-02-33

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
0.0000000,-1.432988,9.385010,2.163525,9.737182,77.162186,98.681389
0.0023631,-1.370741,9.392193,2.163525,9.735146,77.159454,98.303398
0.0047428,-1.358771,9.408951,2.163525,9.749639,77.178864,98.217422
0.0070889,-1.430594,9.452045,2.182677,9.805704,77.138641,98.606560
0.0094507,-1.550299,9.447257,2.168313,9.816092,77.238472,99.319206
0.0118147,-1.681975,9.473592,2.156342,9.860415,77.368088,100.067581
0.0141767,-1.782526,9.480774,2.118037,9.876667,77.616829,100.648148
0.0165392,-1.847167,9.478380,2.113248,9.885218,77.656120,101.027702
0.0189030,-1.892655,9.435287,2.074943,9.844398,77.832291,101.342613
0.0212880,-1.926172,9.399375,2.060578,9.813478,77.879158,101.581032
0.0236285,-1.899837,9.358675,2.072549,9.771880,77.754959,101.475266
0.0259926,-1.851956,9.325158,2.060578,9.728016,77.771034,101.232658
0.0283737,-1.866320,9.291641,1.974391,9.680700,78.231888,101.357307
0.0307179,-1.847167,9.272488,1.993543,9.662570,78.093452,101.266373
0.0330823,-1.820832,9.282064,1.993543,9.666766,78.098694,101.098595
0.0354456,-1.799285,9.332340,2.000726,9.712513,78.112267,100.912788
0.0378081,-1.751403,9.375434,2.012696,9.747673,78.083870,100.581329
0.0401720,-1.725068,9.408951,2.007908,9.774247,78.145424,100.389412
0.0425342,-1.701127,9.432892,2.029455,9.797549,78.045258,100.222839
0.0448972,-1.701127,9.416134,2.096490,9.795544,77.641678,100.240646
0.0472600,-1.674792,9.425710,2.156342,9.813192,77.306290,100.075356
0.0496221,-1.672398,9.420922,2.285624,9.837417,76.565132,100.066254
0.0519866,-1.672398,9.428104,2.371811,9.864662,76.087776,100.058746
0.0543500,-1.693945,9.435287,2.474757,9.900430,75.524582,100.178055
0.0566696,-1.717886,9.442469,2.594462,9.941960,74.872917,100.311150
0.0590768,-1.727462,9.442469,2.697409,9.970976,74.304428,100.367386
0.0613962,-1.741827,9.444863,2.788384,10.000725,73.810310,100.449112
0.0637913,-1.768162,9.456833,2.829084,10.028050,73.613403,100.590424
0.0661211,-1.751403,9.456833,2.891330,10.042853,73.267769,100.492287
0.0684850,-1.741827,9.464016,2.920060,10.056257,73.119751,100.428429
0.0708502,-1.732251,9.442469,2.898513,10.028075,73.199524,100.395500
0.0732106,-1.737039,9.411346,2.869784,9.991316,73.307938,100.457314
0.0755747,-1.710704,9.387405,2.845843,9.957345,73.393127,100.327904
0.0779370,-1.703521,9.387405,2.821902,9.949296,73.523132,100.285469
0.0802998,-1.670004,9.396981,2.774019,9.939182,73.793541,100.077225
0.0826635,-1.665216,9.380222,2.714167,9.905969,74.097984,100.066505
0.0850262,-1.689157,9.380222,2.651921,9.893154,74.451370,100.208214
0.0873907,-1.696339,9.377828,2.565733,9.869356,74.931740,100.253265
0.0897537,-1.725068,9.375434,2.467575,9.847007,75.487488,100.425743
0.0921184,-1.741827,9.349099,2.359841,9.798390,76.063896,100.553749
0.0944800,-1.760980,9.346705,2.244924,9.772493,76.719490,100.669823
0.0968418,-1.775344,9.337128,2.103672,9.734436,77.519569,100.765610
0.0992055,-1.784921,9.301217,1.960026,9.671622,78.307602,100.863098
0.1015685,-1.775344,9.284458,1.797227,9.622008,79.234901,100.825241
0.1039317,-1.717886,9.253335,1.684705,9.561045,79.851204,100.517250
0.1062938,-1.681975,9.250941,1.560211,9.531171,80.578529,100.304756
0.1086558,-1.655640,9.236576,1.447689,9.494803,81.229805,100.162247
0.1110189,-1.624516,9.250941,1.356713,9.489976,81.780678,99.959900
0.1133819,-1.579028,9.236576,1.296861,9.459890,82.120483,99.701157
0.1157446,-1.555087,9.250941,1.227432,9.460698,82.545425,99.542229
0.1181083,-1.576634,9.255729,1.167579,9.461370,82.911354,99.667061
0.1204714,-1.555087,9.262911,1.208279,9.469939,82.669594,99.530128
0.1228347,-1.555087,9.262911,1.213067,9.470551,82.640862,99.530128
0.1251995,-1.557481,9.274882,1.244190,9.486686,82.463875,99.532433
0.1275636,-1.557481,9.289247,1.292072,9.507118,82.189003,99.517967
0.1299278,-1.586210,9.284458,1.318407,9.510805,82.031883,99.695137
0.1322927,-1.638881,9.284458,1.399807,9.531345,81.554794,100.010651
0.1346565,-1.660427,9.258123,1.447689,9.516600,81.250053,100.167793
0.1370137,-1.681975,9.243759,1.507541,9.515714,80.884422,100.312592
0.1393794,-1.717886,9.262911,1.572182,9.551147,80.525620,100.506622
0.1417409,-1.746615,9.306005,1.627246,9.607306,80.248466,100.629997
0.1441036,-1.784921,9.334734,1.689493,9.652854,79.919876,100.825020
0.1464690,-1.804073,9.337128,1.734981,9.666788,79.660614,100.935654
0.1488643,-1.835197,9.344311,1.770892,9.686080,79.465439,101.111313
0.1512765,-1.887867,9.346705,1.794833,9.702906,79.340096,101.419083
0.1536910,-1.873502,9.392193,1.854686,9.755160,79.040009,101.280975
0.1561054,-1.856744,9.413740,1.924114,9.786124,78.660820,101.157669
0.1585198,-1.832803,9.435287,1.979179,9.813305,78.364594,100.992798
0.1609342,-1.811256,9.459228,2.039031,9.844556,78.046211,100.839806
0.1633483,-1.768162,9.487957,2.106066,9.878423,77.690132,100.556465
0.1657621,-1.768162,9.499928,2.156342,9.900749,77.420395,100.543457
0.1681759,-1.732251,9.490351,2.206618,9.896293,77.116219,100.344185
0.1705895,-1.703521,9.487957,2.237741,9.895999,76.930908,100.178757
0.1730029,-1.713098,9.487957,2.242530,9.898736,76.906128,100.234772
0.1754162,-1.705916,9.480774,2.242530,9.890610,76.895180,100.200325
0.1778295,-1.758586,9.437681,2.256894,9.861847,76.770561,100.555252
0.1802427,-1.823226,9.408951,2.240136,9.842293,76.844009,100.966621
0.1826557,-1.902232,9.401769,2.201830,9.841738,77.072159,101.438072
0.1850686,-1.964478,9.387405,2.197042,9.839185,77.097359,101.819572
0.1874814,-2.024331,9.377828,2.149160,9.831605,77.373352,102.181160
0.1898943,-2.112912,9.375434,2.132401,9.844302,77.489838,102.700386
0.1923069,-2.179947,9.368252,2.113248,9.847951,77.608665,103.099342
0.1947193,-2.191917,9.380222,2.108460,9.860968,77.653763,103.152550
0.1971319,-2.213464,9.375434,2.108460,9.861226,77.654091,103.283829
0.1995444,-2.239799,9.327552,2.115643,9.823231,77.562683,103.502625
0.2019570,-2.278105,9.315582,2.106066,9.818623,77.613976,103.741852
0.2043694,-2.306834,9.270094,2.137189,9.788959,77.389236,103.974045
0.2067816,-2.258952,9.255729,2.182677,9.774224,77.096512,103.715477
0.2091937,-2.668343,8.836762,2.156342,9.479359,76.851387,106.802185
0.2116058,-2.905359,8.796062,2.331111,9.552272,75.875046,108.278503
0.2140178,-2.788048,9.059413,2.407722,9.779739,75.747536,107.105827
0.2164297,-2.673131,9.188694,2.326323,9.848325,76.336739,106.220520
0.2188416,-2.699467,9.124054,2.237741,9.774608,76.765671,106.481514
0.2212534,-2.670737,9.100113,2.216195,9.739426,76.847198,106.356117
0.2236650,-2.603703,9.116871,2.213801,9.736402,76.857506,105.938904
0.2260767,-2.570185,9.037866,2.244924,9.660670,76.562904,105.874672
0.2284882,-2.548638,8.987590,2.328717,9.627837,76.002869,105.831909
0.2308998,-2.505545,8.987590,2.345476,9.620592,75.889221,105.577316
0.2333113,-2.491180,8.963649,2.316747,9.587507,76.016510,105.531693
0.2357228,-2.395416,9.037866,2.352658,9.641371,75.876251,104.844490
0.2381342,-2.261346,9.119266,2.326323,9.679177,76.093208,103.926971
0.2405458,-2.182341,9.147995,2.340688,9.691607,76.023911,103.417671
0.2429573,-2.122488,9.171936,2.323929,9.696907,76.133720,103.029533
0.2453688,-2.115306,9.150389,2.331111,9.676684,76.060349,103.016479
0.2477804,-2.093760,9.143206,2.355052,9.671003,75.905800,102.898132
0.2501918,-2.060242,9.150389,2.309565,9.659622,76.166885,102.688751
0.2526032,-2.077001,9.097719,2.314353,9.614502,76.071274,102.860168
0.2550146,-2.136853,9.047443,2.326323,9.583014,75.950806,103.288773
0.2574259,-2.218253,8.973225,2.333506,9.533344,75.831581,103.885582
0.2598372,-2.270923,8.927738,2.355052,9.508306,75.659515,104.271500
0.2622488,-2.335564,8.910979,2.378993,9.514200,75.519730,104.686836
0.2646239,-2.467239,8.846338,2.431664,9.500419,75.169922,105.583755
0.2669894,-2.584550,8.769727,2.513063,9.481745,74.630539,106.420914
0.2693520,-2.673131,8.733816,2.632768,9.505610,73.920563,107.017609
0.2717141,-2.728196,8.638052,2.747684,9.466190,73.126297,107.527916
0.2740782,-2.747348,8.551864,2.857813,9.425995,72.351044,107.809990
0.2764427,-2.807201,8.434553,3.027794,9.390932,71.190857,108.408554
0.2788032,-2.790442,8.377095,3.154681,9.376263,70.339020,108.423111
0.2811659,-2.718619,8.393853,3.288751,9.416132,69.557465,107.946213
0.2835277,-2.591732,8.434553,3.458732,9.477426,68.595848,107.080917
0.2858920,-2.464845,8.573411,3.592801,9.617019,68.062943,106.039879
0.2882552,-2.309228,8.695510,3.719689,9.735528,67.537811,104.872505
0.2906661,-2.232617,8.733816,3.880093,9.814237,66.711975,104.339394
0.2930771,-2.146430,8.733816,4.150626,9.905272,65.226509,103.807419
0.2954881,-2.077001,8.740998,4.299060,9.959965,64.428688,103.366508
0.2978990,-2.012360,8.700298,4.390036,9.950739,63.821007,103.023369
0.3003099,-1.971660,8.676357,4.469041,9.956854,63.330669,102.802765
0.3027208,-1.904626,8.628475,4.576776,9.951134,62.617725,102.447701
0.3051317,-1.890261,8.542288,4.686904,9.925262,61.821522,102.477501
0.3075427,-1.883079,8.511165,4.737180,9.921027,61.478474,102.475609
0.3099535,-1.792103,8.611716,4.655781,9.952366,62.107998,101.755508
0.3123644,-1.602969,8.707480,4.646205,9.998847,62.310867,100.430855
0.3147753,-1.411441,8.772121,4.631840,10.019792,62.466377,99.140594
0.3171862,-1.294130,8.793668,4.564806,9.992038,62.816338,98.371910
0.3195970,-1.162455,8.793668,4.528894,9.959456,62.952240,97.530396
0.3220079,-1.033174,8.733816,4.495376,9.877013,62.926369,96.746498
0.3244187,-0.942198,8.729027,4.461859,9.848443,63.060322,96.160568
0.3268295,-0.817705,8.693116,4.418766,9.785929,63.157288,95.373627
0.3292408,-0.712364,8.705086,4.390036,9.775397,63.314671,94.678268
0.3316515,-0.597448,8.733816,4.358913,9.779397,63.530323,93.913292
0.3340622,-0.523231,8.786486,4.315819,9.803183,63.880379,93.407906
0.3364728,-0.437043,8.831974,4.270331,9.819903,64.223305,92.832924
0.3388834,-0.367614,8.889432,4.227237,9.850212,64.586250,92.368065
0.3412941,-0.324520,8.939708,4.186538,9.876781,64.920410,92.078979
0.3437047,-0.264668,8.937314,4.141050,9.853624,65.149216,91.696251
0.3461154,-0.221574,8.925344,4.064439,9.809715,65.523003,91.422089
0.3485260,-0.156934,8.942102,3.973463,9.786431,66.045090,91.005432
0.3509366,-0.101869,8.910979,3.913610,9.733050,66.290787,90.654968
0.3533472,-0.080322,8.867885,3.827423,9.658934,66.655586,90.518951
0.3557578,-0.053987,8.848732,3.724477,9.600765,67.173904,90.349564
0.3581684,-0.063564,8.827185,3.638289,9.547794,67.600601,90.412575
0.3605791,-0.094687,8.791274,3.535343,9.475976,68.094002,90.617081
0.3629897,-0.089899,8.752968,3.441973,9.405833,68.534538,90.588448
0.3654004,-0.089899,8.755363,3.331845,9.368332,69.166733,90.588287
0.3678111,-0.097081,8.690722,3.226504,9.270837,69.633301,90.640007
0.3702218,-0.128204,8.683539,3.171440,9.245448,69.938583,90.845856
0.3726324,-0.168904,8.683539,3.099617,9.221714,70.359245,91.114326
0.3750431,-0.228757,8.695510,3.042159,9.215148,70.723587,91.506958
0.3774538,-0.283821,8.676357,2.953577,9.169697,71.209915,91.873589
0.3798645,-0.343673,8.695510,2.888936,9.169294,71.635178,92.263329
0.3822753,-0.384373,8.659599,2.783596,9.104110,72.196609,92.541512
0.3846859,-0.477743,8.673964,2.654315,9.083571,73.009659,93.152542
0.3870966,-0.542383,8.681145,2.515457,9.054501,73.870285,93.575096
0.3895073,-0.633359,8.678751,2.398146,9.026237,74.592270,94.173943
0.3919179,-0.714759,8.638052,2.230559,8.949985,75.568344,94.730186
0.3943285,-0.848828,8.587775,2.089308,8.878942,76.390076,95.644859
0.3967392,-0.925439,8.573411,1.940873,8.838937,77.315506,96.160820
0.3991498,-1.035568,8.518347,1.780469,8.763829,78.278130,96.931381
0.4015605,-1.136120,8.448918,1.639217,8.681130,79.115768,97.658585
0.4039711,-1.263007,8.396248,1.493177,8.621006,80.025948,98.554588
0.4063817,-1.401865,8.300484,1.361501,8.527423,80.812752,99.586197
0.4087794,-1.567058,8.207114,1.256161,8.449281,81.450096,100.809883
0.4111476,-1.756191,8.140079,1.172367,8.409491,81.986290,102.174744
0.4135090,-1.971660,8.085015,1.155609,8.401806,82.094315,103.704994
0.4158709,-2.175159,8.065862,1.158003,8.433885,82.108154,105.092201
0.4182356,-2.393022,8.001222,1.167579,8.432635,82.041283,106.650978
0.4206463,-2.598914,7.950945,1.189126,8.449018,81.909256,108.100945
0.4229626,-2.768895,7.900669,1.217855,8.459936,81.723190,109.313698
0.4253247,-2.955635,7.900669,1.268131,8.530211,81.450516,110.510788
0.4276864,-3.087310,8.070650,1.332772,8.743178,81.231895,110.933624
0.4300517,-3.221380,7.970098,1.584152,8.741241,79.558739,112.007729
0.4324111,-3.712170,7.735476,1.476418,8.706182,80.236443,115.635834
0.4347747,-3.879757,7.804905,1.531482,8.849548,80.034355,116.431610
0.4371384,-3.942003,7.874334,1.531482,8.938118,80.134102,116.593193
0.4395015,-4.035373,7.903064,1.526694,9.004080,80.238007,117.049255
0.4418664,-4.238872,7.864758,1.538665,9.065866,80.228424,118.323357
0.4442283,-4.507011,7.850393,1.627246,9.197268,79.809174,119.860687
0.4465950,-4.681780,7.828846,1.665552,9.272754,79.652504,120.880127
0.4489543,-4.837396,7.800117,1.708646,9.336043,79.454514,121.805931
0.4513177,-4.983437,7.800117,1.739769,9.418241,79.354996,122.574203
0.4536816,-5.136659,7.795329,1.756528,9.499358,79.344109,123.382507
0.4560428,-5.299458,7.812088,1.780469,9.606405,79.318939,124.151649
0.4584056,-5.426345,7.852787,1.787651,9.711188,79.392410,124.644814
0.4608160,-5.565202,7.936581,1.756528,9.851202,79.728897,125.038483
0.4632264,-5.759124,8.068255,1.586547,10.038993,80.906944,125.519264
0.4656368,-5.787854,8.132896,1.447689,10.086578,81.748055,125.437920
0.4680472,-5.783065,8.202326,1.318407,10.122262,82.516060,125.185822
0.4704581,-5.739972,8.274149,1.191520,10.140441,83.252052,124.749954
0.4728684,-5.692090,8.367518,1.069421,10.176390,83.967735,124.225899
0.4752787,-5.593932,8.489617,0.944928,10.210709,84.690086,123.381462
0.4776891,-5.488591,8.611716,0.810859,10.244207,85.460121,122.510994
0.4800995,-5.380857,8.784092,0.664819,10.322591,86.307350,121.490318
0.4825099,-5.249181,8.954073,0.499626,10.391292,87.244087,120.380280
0.4849203,-5.062442,9.080960,0.355980,10.402830,88.038986,119.138733
0.4873307,-4.882885,9.274882,0.188393,10.483392,88.970306,117.765152
0.4897411,-4.648263,9.459228,0.006441,10.539610,89.964981,116.169495
0.4921514,-4.416035,9.638785,-0.173116,10.603656,90.935455,114.615005
0.4945618,-4.162261,9.832707,-0.352673,10.683208,91.891792,112.943314
0.4969729,-3.870180,9.990717,-0.563354,10.728937,93.009865,111.175255
0.4993833,-3.580495,10.148728,-0.766852,10.789101,94.075829,109.432961
0.5017936,-3.302779,10.306738,-0.967957,10.866192,95.110664,107.767982
0.5042039,-3.087310,10.483902,-1.125967,10.986878,95.882164,106.408699
0.5066142,-2.869448,10.644306,-1.401289,11.112992,97.243973,105.086922
0.5090246,-2.673131,10.771194,-1.614364,11.214742,98.276489,103.937737
0.5114356,-2.493574,10.866958,-1.837015,11.299704,99.356209,102.923584
0.5138459,-2.345140,10.936386,-2.011784,11.364484,100.196449,102.102913
0.5162562,-2.230223,10.967510,-2.133883,11.393579,100.794571,101.494270
0.5186665,-2.167976,10.981874,-2.203312,11.408605,101.135338,101.167397
0.5210769,-2.100942,11.012998,-2.248799,11.434910,101.341766,100.800499
0.5234883,-2.096153,10.993845,-2.263164,11.418424,101.431885,100.794800
0.5258986,-1.983631,10.960327,-2.320622,11.377559,101.768913,100.258507
0.5283089,-1.930961,10.972298,-2.267952,11.369412,101.506462,99.981003
0.5307192,-1.981237,11.020180,-2.095577,11.391273,100.600700,100.191910
0.5331296,-2.120094,11.144673,-1.911232,11.504406,99.562912,100.770897
0.5355400,-2.215858,11.204525,-1.755615,11.555674,98.738602,101.186729
0.5379504,-2.280499,11.221284,-1.626334,11.565589,98.083626,101.487755
0.5403609,-2.328381,11.202131,-1.578452,11.549918,97.854820,101.741837
0.5427714,-2.337957,11.144673,-1.468323,11.481540,97.347427,101.847839
0.5451819,-2.337957,11.092003,-1.300737,11.410104,96.545876,101.902504
0.5475925,-2.290075,11.024968,-1.075691,11.311563,95.456879,101.734451
0.5500029,-2.235011,10.986662,-0.817129,11.241428,94.168449,101.498749
0.5524135,-2.141642,10.898081,-0.481955,11.116972,92.484726,101.117836
0.5548241,-2.036301,10.807105,-0.125234,10.997988,90.652443,100.670708
0.5572349,-1.942931,10.744859,0.188393,10.920735,89.011543,100.249710
0.5596454,-1.823226,10.680218,0.442167,10.843741,87.663040,99.687614
0.5620560,-1.720280,10.665854,0.698336,10.826240,86.301620,99.162247
0.5644665,-1.598181,10.582060,0.892258,10.739195,85.234131,98.588326
0.5668771,-1.442564,10.555725,1.071815,10.707620,84.255165,97.781937
0.5692876,-1.306101,10.493478,1.275314,10.651075,83.123154,97.094994
0.5716982,-1.205549,10.476719,1.481206,10.649364,82.004883,96.564117
0.5741087,-1.107391,10.450384,1.679916,10.642319,80.917732,96.048859
0.5765209,-1.014021,10.380956,1.883415,10.599044,79.764374,95.579002
0.5789269,-0.942198,10.311527,2.077337,10.560807,78.655807,95.220802
0.5812907,-0.853616,10.244493,2.259288,10.525335,77.604866,94.763130
0.5836524,-0.779399,10.172669,2.450816,10.492720,76.492477,94.381271
0.5860164,-0.676453,10.108028,2.678256,10.478687,75.191406,93.828659
0.5883788,-0.657300,10.045782,2.836266,10.459167,74.265793,93.743553
0.5907893,-0.635753,9.988323,2.967942,10.439322,73.482750,93.641945
0.5931071,-0.609418,9.954806,3.128346,10.452565,72.585045,93.503189
0.5954682,-0.568718,9.933259,3.192987,10.449318,72.207603,93.276833
0.5978315,-0.554354,9.904531,3.216928,10.428598,72.032845,93.203484
