Keuwl Accelerometer Data File
2022-10-21 18-04-39

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
0.0000000,-1.919993,5.894487,9.006433,10.933764,34.540394,108.041824
0.0024970,-2.157147,5.111158,8.599198,10.233447,32.827850,112.882011
0.0049941,-2.528450,4.368554,8.917800,10.247169,29.510010,120.061584
0.0074911,-2.494913,4.119421,9.145372,10.335959,27.771708,121.201042
0.0099881,-2.073305,4.208055,8.836352,10.004372,27.963181,116.229424
0.0124852,-1.797822,4.392509,8.342879,9.598434,29.635160,112.258934
0.0149822,-1.706794,4.651223,7.854198,9.286304,32.244076,110.150909
0.0174792,-1.630137,4.905146,7.490081,9.100501,34.609669,108.383308
0.0199762,-1.488803,5.216560,7.149920,8.974987,37.188648,105.928711
0.0224733,-1.222903,5.580677,6.759454,8.850405,40.204517,102.359947
0.0249704,-0.949816,5.836995,6.491158,8.781104,42.335079,99.242355
0.0274674,-0.765362,6.033426,6.366592,8.804629,43.689316,97.229561
0.0299497,-0.674333,6.167574,6.254004,8.809441,44.771542,96.239662
0.0324468,-0.643192,6.220275,6.220467,8.820415,45.151459,95.903542
0.0349438,-0.703079,6.330468,6.213280,8.897977,45.710823,96.337456
0.0374408,-0.686311,6.409520,6.150997,8.909980,46.342247,96.111755
0.0399379,-0.705474,6.440661,6.124647,8.915778,46.611259,96.250946
0.0424349,-0.679124,6.488571,6.148602,8.964824,46.696831,95.975090
0.0449319,-0.779735,6.443057,6.287540,9.036267,45.908066,96.900345
0.0474290,-0.899510,6.404728,6.368988,9.077096,45.440086,97.994598
0.0499260,-1.115105,6.366401,6.440853,9.124642,45.099762,99.934845
0.0524230,-1.301954,6.179552,6.543859,9.094175,43.981342,101.897499
0.0549201,-1.529526,6.086127,6.570210,9.085595,43.685188,104.107056
0.0574171,-1.805009,5.884905,6.781013,9.158182,42.231750,107.051743
0.0599178,-2.001440,5.762734,6.845692,9.169426,41.705181,109.152489
0.0624148,-2.193080,5.650146,7.090033,9.327503,40.525112,111.213509
0.0649118,-2.367951,5.590259,7.334374,9.521094,39.616570,112.956802
0.0674089,-2.506891,5.587863,7.593088,9.755188,38.888962,114.162498
0.0699059,-2.720090,5.561512,7.820661,9.974569,38.366177,116.062874
0.0724029,-2.854238,5.530371,8.067397,10.188944,37.647877,117.298370
0.0748999,-3.024318,5.484857,8.206336,10.323474,37.352299,118.872093
0.0773970,-3.127325,5.511207,8.275805,10.423172,37.440838,119.572670
0.0798940,-3.273451,5.460902,8.374021,10.519560,37.246132,120.939911
0.0823910,-3.292614,5.451320,8.426722,10.562568,37.080326,121.132111
0.0848881,-3.280637,5.487252,8.568056,10.690374,36.728916,120.873734
0.0873851,-3.220750,5.480065,8.630340,10.718540,36.372490,120.443649
0.0898734,-3.002759,5.535162,8.675854,10.720308,35.973240,118.479301
0.0923705,-2.823097,5.568699,8.668668,10.682981,35.762501,116.883095
0.0948675,-2.590733,5.640564,8.644712,10.642317,35.679123,114.669502
0.0973645,-2.391906,5.592654,8.704600,10.619278,34.945427,113.155777
0.0998616,-2.212244,5.630982,8.656690,10.561262,34.948795,111.448380
0.1023586,-2.068514,5.614213,8.716578,10.572457,34.466129,110.225937
0.1048556,-1.910411,5.549535,8.728555,10.518302,33.917236,108.995872
0.1073527,-1.785845,5.561512,8.728555,10.502729,33.790684,107.802231
0.1098497,-1.625347,5.559117,8.762092,10.503323,33.465195,106.297600
0.1123468,-1.510363,5.561512,8.649504,10.393533,33.674545,105.193604
0.1148438,-1.404961,5.566304,8.575243,10.319518,33.801159,104.165840
0.1173408,-1.407356,5.568699,8.532124,10.285338,33.948246,104.183159
0.1198433,-1.378610,5.628586,8.431513,10.230931,34.500645,103.762520
0.1223404,-1.359446,5.690869,8.287783,10.145020,35.221249,103.435150
0.1248374,-1.345073,5.681287,8.218313,10.081017,35.390232,103.319801
0.1273344,-1.309140,5.769921,8.105725,10.035368,36.126648,102.783440
0.1298314,-1.230089,5.875323,8.050629,10.042169,36.708950,101.824944
0.1323285,-1.177388,5.942397,7.950017,9.995054,37.307407,101.207069
0.1348255,-1.081568,6.033426,7.947622,10.036768,37.641201,100.163048
0.1373226,-0.968979,6.126851,7.938040,10.074209,38.005039,98.987061
0.1398196,-0.885137,6.249021,7.911689,10.120700,38.580441,98.061981
0.1423167,-0.873160,6.265790,7.926063,10.141253,38.595779,97.933273
0.1448137,-0.897115,6.306513,7.911689,10.157349,38.838856,98.096123
