Keuwl Accelerometer Data File
2022-10-19 21-53-00

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
11.5949993,-18.679951,5.343000,-4.585950,19.962944,103.280777,164.037949
11.5974751,-18.619951,5.302050,-4.858950,19.960554,104.088928,164.105637
11.5999517,-18.555000,5.271000,-5.077050,19.946125,104.746223,164.141510
11.6024275,-18.505051,5.182050,-5.305950,19.935987,105.435257,164.355927
11.6049032,-18.424051,5.107950,-5.553000,19.909109,106.195610,164.504303
11.6073790,-18.256050,4.999950,-5.836051,19.807634,107.135735,164.683472
11.6098547,-18.084002,4.822950,-6.030000,19.663490,107.858040,165.066956
11.6123304,-17.851051,4.557000,-6.073050,19.398666,108.244057,165.679428
11.6148052,-17.554050,4.240950,-6.097050,19.060545,108.655548,166.417953
11.6172819,-17.301001,3.979950,-6.139950,18.784664,109.078285,167.044968
11.6197567,-17.028000,3.700050,-6.274050,18.520445,109.801559,167.740646
11.6222324,-16.771952,3.358050,-6.513000,18.302841,110.845329,168.678040
11.6247082,-16.561050,2.977050,-6.748050,18.129187,111.852608,169.809219
11.6271849,-16.285051,2.644050,-7.042050,17.938351,113.114479,170.777893
11.6296606,-15.814051,2.374050,-7.413001,17.625916,114.870827,171.462357
11.6321354,-14.989951,2.367000,-7.843950,17.083000,117.333374,171.026749
11.6346121,-13.840951,2.560950,-8.316000,16.348892,120.574501,169.517288
11.6370878,-12.574051,2.833950,-8.718000,15.560899,124.073120,167.298843
11.6395645,-11.461051,3.094950,-9.106050,14.961770,127.489868,164.888245
11.6420403,-10.551001,3.238050,-9.532050,14.583160,130.816162,162.939011
11.6445169,-9.835051,3.255000,-10.105050,14.471879,134.287109,161.687561
11.6469927,-9.274950,3.219000,-10.774951,14.576908,137.661560,160.859955
11.6494694,-8.776951,3.151950,-11.563050,14.855093,141.113373,160.245941
11.6519451,-8.406000,3.006000,-12.384001,15.266315,144.213120,160.322861
11.6544209,-8.190001,2.793000,-13.215000,15.795986,146.783325,161.169312
11.6568975,-7.992001,2.485950,-13.935000,16.255346,149.009918,162.721436
11.6593723,-7.776000,2.083950,-14.350051,16.453966,150.707489,164.997406
11.6618481,-7.399951,1.569000,-14.431050,16.293442,152.337402,168.028946
11.6643238,-6.744000,1.000050,-14.287050,15.830397,154.489639,171.565231
11.6667995,-5.887050,0.387000,-13.999950,15.192292,157.148819,176.238922
11.6692753,-4.927050,-0.144000,-13.714951,14.573827,160.231567,181.674072
11.6717510,-3.895050,-0.448050,-13.378051,13.940746,163.665604,186.561920
11.6742277,-2.796000,-0.601050,-13.171950,13.478841,167.750153,192.132111
11.6767035,-1.467000,-0.481950,-13.260000,13.349606,173.357773,198.186783
11.6791782,-0.148050,-0.175050,-13.603050,13.604982,179.034302,229.776855
11.6816549,0.945000,0.097050,-14.107950,14.139897,176.147766,5.863628
11.6841297,1.747050,0.292950,-14.785050,14.890793,173.167801,9.518951
11.6866055,2.197050,0.363000,-15.549001,15.707648,171.849869,9.381742
11.6890812,2.425050,0.315000,-16.294050,16.476534,171.464706,7.400953
11.6915579,2.545050,0.181050,-16.873051,17.064873,171.401093,4.069057
11.6940336,2.734050,-0.034050,-17.196001,17.412025,170.965271,359.286469
11.6965094,2.941950,-0.369000,-17.182051,17.436001,170.209229,352.850891
11.6989861,3.069000,-0.807000,-16.837051,17.133486,169.326492,345.267456
11.7014618,3.177000,-1.249950,-16.198051,16.553928,168.098053,338.523468
11.7039366,3.361050,-1.741050,-15.456000,15.912758,166.238937,332.615479
11.7064123,3.610050,-2.277000,-14.701951,15.308970,163.811325,327.758759
11.7088881,3.928050,-2.860950,-14.029051,14.846848,160.894547,323.932709
11.7113638,4.350000,-3.418950,-13.372951,14.472302,157.523666,321.833862
11.7138395,4.872000,-3.877050,-12.532050,13.993576,153.580109,321.487854
11.7163153,5.545050,-4.345950,-11.599051,13.571030,148.725723,321.912323
11.7187920,6.268050,-4.903950,-10.617001,13.268681,143.144897,321.961365
11.7212677,6.916950,-5.596050,-9.652050,13.127150,137.330353,321.025940
11.7237444,7.374001,-6.541050,-8.733001,13.169150,131.539841,318.425629
11.7262201,7.684950,-7.624050,-7.864050,13.380131,125.996857,315.227936
11.7286959,7.975050,-8.694000,-6.895950,13.665329,120.306870,312.530304
11.7311716,8.158951,-9.664050,-5.752050,13.894187,114.455711,310.173004
11.7336483,8.367001,-10.702950,-4.449000,14.295225,108.132942,308.016418
11.7361231,8.583000,-11.770950,-2.998050,14.873179,101.629036,306.098328
11.7385998,8.953951,-12.916950,-1.645950,15.802848,95.978500,304.729462
11.7410746,9.565050,-14.071051,-0.445950,17.020092,91.501404,304.206604
11.7435503,10.360050,-15.160951,0.532050,18.370306,88.340340,304.346283
11.7460260,11.329050,-16.171051,1.248000,19.784029,86.383316,305.014160
11.7485018,12.438001,-17.055000,1.690950,21.176313,85.419998,306.102814
11.7509785,13.518001,-17.671951,1.911000,22.331280,85.090904,307.413849
11.7534552,14.451000,-18.040951,2.091000,23.209471,84.831070,308.695099
11.7559309,15.162001,-18.232950,2.242050,23.819183,84.598869,309.745941
11.7584066,15.664950,-18.436050,2.373000,24.308636,84.397888,310.354279
11.7608824,15.871051,-18.763950,2.584050,24.711401,83.997658,310.225433
11.7633581,16.137001,-19.204950,2.971950,25.259956,83.243240,310.038727
11.7658348,16.752001,-19.578001,3.621000,26.019978,82.000626,310.552094
11.7683105,17.650051,-19.990051,4.417950,27.030441,80.593170,311.442627
11.7707863,18.610050,-20.518951,5.199000,28.184942,79.370338,312.207062
11.7732639,19.486952,-21.223051,5.917050,29.413784,78.394852,312.558075
11.7757406,20.325001,-21.976952,6.607050,30.655264,77.553528,312.763641
11.7782164,21.229952,-22.630951,7.275001,31.871561,76.805351,313.170502
11.7806931,22.393051,-23.119051,7.870950,33.134441,76.258255,314.086121
11.7831688,23.911051,-23.349001,8.376000,34.453903,75.929985,315.681366
11.7856445,25.623001,-23.347052,8.686951,35.736343,75.931335,317.660980
11.7881222,27.376051,-23.224951,8.661000,36.930466,76.436562,319.689819
11.7905979,28.989002,-22.906052,8.101050,37.824284,77.632813,321.685486
11.7930727,30.472052,-22.368002,6.811950,38.409325,79.784470,323.719482
11.7955484,31.800001,-21.807001,4.854000,38.863178,82.825035,325.559448
11.7980251,32.947052,-21.063002,2.280000,39.170864,86.663124,327.409271
11.8005009,34.204052,-20.007002,-0.805050,39.633892,91.163879,329.675323
11.8029757,35.716953,-18.694950,-4.251000,40.537304,96.019470,332.371552
11.8054523,37.252052,-17.040001,-7.561950,41.656456,100.458969,335.419495
11.8079281,38.682003,-14.955001,-10.821000,42.860744,104.623650,338.862793
11.8104029,39.991051,-12.501000,-14.007001,44.178673,108.484825,342.641022
11.8128786,41.076000,-9.829050,-16.915951,45.497223,111.826782,346.542786
11.8153553,41.860950,-6.999001,-19.699051,46.790791,114.897911,350.508148
11.8178310,42.333000,-4.012950,-22.248001,47.991249,117.618652,354.584839
11.8203068,42.474003,-0.814050,-24.607052,49.093895,120.081032,358.902008
11.8227835,42.330002,2.515050,-26.539051,50.024754,122.040482,3.400249
11.8252602,41.830051,5.728050,-27.693001,50.492237,123.261467,7.797373
11.8277359,41.020950,8.803050,-27.754951,50.304565,123.486343,12.111911
11.8302126,39.984001,11.518050,-26.734951,49.458504,122.721306,16.069918
11.8326883,38.851952,13.933051,-24.796051,48.150269,120.995598,19.728804
11.8351641,37.872002,16.009050,-22.107000,46.682949,118.265388,22.914494
11.8376417,36.828003,17.599051,-18.802952,44.939732,114.733849,25.541801
11.8401175,35.500053,18.736052,-15.051001,42.869873,110.553734,27.823984
11.8425932,33.867001,19.540951,-11.206051,40.674294,105.992226,29.984554
11.8450699,31.957951,19.993052,-7.369950,38.410271,101.062195,32.030300
11.8475456,29.763000,19.972052,-3.565950,36.019924,95.681557,33.863045
11.8500223,27.594002,19.324951,-0.049050,33.688057,90.083420,35.004768
11.8524981,24.712952,17.893951,3.613950,30.724323,83.244942,35.907238
11.8549738,21.475950,16.773001,6.682950,28.057295,76.220299,37.990307
11.8574486,19.051050,15.913951,8.548051,26.253866,70.998550,39.873085
11.8599243,17.146952,14.869950,9.835951,24.736193,66.569649,40.932045
11.8624010,15.450001,13.488001,11.224951,23.380081,61.307583,41.121277
11.8648767,13.743001,11.860050,12.670951,22.137838,55.084602,40.793812
11.8673525,12.469050,10.195951,13.485001,21.006662,50.063427,39.272888
11.8698292,11.703001,8.515050,13.390051,19.716991,47.225689,36.039467
11.8723059,11.193001,6.691051,12.556050,18.102701,46.084164,30.870510
11.8747807,10.716001,4.741950,11.131950,16.162891,46.469936,23.869925
11.8772583,10.216050,2.704050,9.190050,14.004878,48.989029,14.825440
11.8797340,9.652950,0.753000,6.705000,11.777245,55.297302,4.460453
11.8822098,8.989950,-0.915000,3.718950,9.771746,67.630264,354.188416
11.8846865,8.257051,-2.221950,0.384000,8.559404,87.428680,344.938629
11.8871613,7.462050,-3.189000,-3.006000,8.653783,110.326080,336.859955
11.8896370,6.636000,-4.068000,-6.343050,10.040887,129.177292,328.490875
11.8921127,5.808000,-4.867950,-9.475051,12.132864,141.346817,320.032074
11.8945885,5.080050,-5.646000,-12.319051,14.472155,148.345093,311.979645
11.8970642,4.390950,-6.391050,-14.734951,16.650669,152.244934,304.490875
11.8995409,3.696000,-6.972000,-16.669950,18.443331,154.668457,297.928986
11.9020176,2.976000,-7.504050,-17.962952,19.693527,155.800629,291.632568
11.9044933,2.322000,-7.992001,-18.721951,20.488417,156.033371,286.200714
11.9069691,1.780950,-8.550000,-18.967951,20.881989,155.276993,281.766357
11.9094458,1.371000,-9.249001,-18.789001,20.986906,153.543457,278.431671
11.9119225,0.945000,-9.960000,-18.283951,20.842205,151.313126,275.419983
11.9143982,0.346950,-10.672050,-17.617950,20.601097,148.781250,271.862030
