Keuwl Accelerometer Data File
2022-10-21 18-24-08

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
0.0000000,-2.705717,2.531205,12.185262,12.736111,16.912720,136.908585
0.0024962,-2.605106,2.698890,12.374506,12.930545,16.863605,133.987015
0.0049927,-2.252968,2.940835,12.384088,12.926331,16.654325,127.455650
0.0074890,-1.709189,3.254646,12.027159,12.576430,16.995975,117.706367
0.0099852,-1.083964,3.568456,11.454634,12.046473,18.034489,106.896820
0.0124815,-0.444365,3.875081,11.016257,11.686387,19.497297,96.541672
0.0149777,0.154510,4.160145,10.517994,11.311891,21.593616,87.872978
0.0174740,0.691102,4.521865,10.091595,11.079945,24.384094,81.310410
0.0199703,0.959398,4.854840,9.729874,10.916059,26.958424,78.821419
0.0224665,1.167807,4.991384,9.375340,10.685256,28.668621,76.831688
0.0249628,1.366633,5.154277,8.941754,10.411015,30.809561,75.149986
0.0274590,1.771472,5.333940,8.601594,10.275040,33.161209,71.627983
0.0299553,2.217036,5.350708,8.237477,10.069824,35.111347,67.493607
0.0324515,2.106843,5.475275,8.057815,9.967237,36.057167,68.953667
0.0349493,1.888852,5.472879,8.065001,9.927961,35.673607,70.958939
0.0374456,1.575042,5.453715,8.191963,9.966545,34.719913,73.891197
0.0399418,1.201344,5.492043,8.294970,10.020593,34.127384,77.661324
0.0424381,0.909092,5.448924,8.290178,9.962142,33.677879,80.528076
0.0449343,0.602468,5.386641,8.318925,9.928916,33.086407,83.618279
0.0474306,0.353337,5.281239,8.311738,9.854000,32.489620,86.172379
0.0499269,0.192838,5.190210,8.402767,9.878358,31.720406,87.872200
0.0524231,0.073063,4.988988,8.512960,9.867413,30.374954,89.160973
0.0549194,-0.092226,4.751833,8.522542,9.758183,29.146904,91.111893
0.0574156,-0.147323,4.435627,8.615967,9.691820,27.252935,91.902298
0.0599119,-0.286262,4.129004,8.695018,9.629847,25.454908,93.965942
0.0624081,-0.418014,3.831961,8.774070,9.583473,23.717216,96.225571
0.0650005,-0.456342,3.530128,8.798024,9.490800,22.027258,97.365822
0.0674968,-0.511439,3.319324,8.874681,9.488912,20.728430,98.759209
0.0699931,-0.583304,3.115707,8.992060,9.534412,19.418337,100.603828
0.0724894,-0.774944,2.902508,8.951337,9.442008,18.552383,104.948776
0.0749856,-0.820458,2.670144,8.889053,9.317622,17.445133,107.080688
0.0774819,-0.734221,2.586302,9.169327,9.555344,16.341450,105.848618
0.0799782,-0.710266,2.579115,9.298684,9.675838,16.049931,105.397087
0.0824745,-0.698288,2.615047,9.250774,9.638616,16.308889,104.950684
0.0849708,-0.556953,2.643794,9.133394,9.524638,16.479158,101.896240
0.0874671,-0.422805,2.828247,9.214842,9.648371,17.240875,98.502403
0.0899634,-0.348545,2.986350,9.128604,9.610993,18.229961,96.657028
0.0924597,-0.185651,3.192363,9.063925,9.611471,19.432867,93.328270
0.0948688,0.008384,3.417540,8.946546,9.577073,20.906693,89.859436
0.0973651,0.223980,3.666672,8.706996,9.450208,22.875013,86.504417
0.0998614,0.485089,3.851125,8.512960,9.356119,24.511007,82.820816
0.1023577,0.695893,3.990064,8.309342,9.243920,25.986393,80.106758
0.1048540,0.887533,4.212846,8.263828,9.318081,27.518776,78.103294
0.1073503,1.107919,4.366158,8.191963,9.348747,28.805170,75.761635
0.1098466,1.280395,4.507493,8.115307,9.370972,30.002357,74.142311
0.1123429,1.373819,4.562589,8.062606,9.365374,30.582747,73.242676
0.1148392,1.424125,4.569776,8.084166,9.394930,30.629284,72.690880
0.1173355,1.340283,4.564984,8.153635,9.440191,30.263697,73.637726
0.1198317,1.294768,4.548216,8.323715,9.573240,29.602041,74.109619
0.1223280,1.163015,4.545821,8.364439,9.590669,29.291315,75.649117
0.1248061,1.004912,4.495515,8.385999,9.567888,28.780176,77.399445
0.1273024,0.851601,4.421255,8.409953,9.539393,28.163717,79.097488
0.1297988,0.595282,4.394904,8.486609,9.575598,27.591211,82.286331
0.1322951,0.425202,4.361367,8.484214,9.549042,27.316072,84.431679
0.1347913,0.252726,4.335017,8.534519,9.575712,26.967070,86.663513
0.1372876,0.097018,4.277524,8.455468,9.476369,26.840260,88.700706
0.1397839,0.003594,4.275129,8.400372,9.425655,26.972523,89.951843
0.1422802,-0.085040,4.275129,8.275805,9.315198,27.324667,91.139565
0.1447765,-0.159301,4.270338,8.158426,9.209836,27.645128,92.136368
0.1472728,-0.204815,4.277524,8.115307,9.175913,27.820490,92.741325
0.1497691,-0.286262,4.313457,8.036256,9.125199,28.277155,93.796860
0.1522654,-0.276680,4.279920,7.933249,9.018353,28.396433,93.698799
0.1547597,-0.223979,4.306271,7.801497,8.913893,28.930580,92.977402
0.1572560,-0.247934,4.315853,7.676930,8.810410,29.384367,93.287872
0.1597524,-0.317403,4.301479,7.537992,8.684744,29.777813,94.220169
0.1622486,-0.418014,4.255965,7.406239,8.552213,30.002604,95.609512
0.1647449,-0.446761,4.232010,7.267300,8.421589,30.352043,96.026222
0.1672412,-0.446761,4.215241,7.216994,8.369759,30.427546,96.050018
0.1697375,-0.418014,4.215241,7.142734,8.304315,30.669573,95.663361
0.1722338,-0.389268,4.167332,7.056496,8.204409,30.673771,95.336487
0.1747301,-0.401246,4.145772,7.022959,8.165194,30.671139,95.528122
0.1772264,-0.365314,4.136190,7.080451,8.208185,30.389248,95.047340
0.1797227,-0.281471,4.109839,7.123570,8.228928,30.040228,93.917908
0.1822190,-0.195233,3.997251,7.190644,8.229307,29.098513,92.796211
0.1847147,-0.099413,3.810402,7.401448,8.325292,27.248184,91.494499
0.1872110,0.013175,3.606785,7.497268,8.319741,25.691414,89.790703
0.1897073,0.013175,3.664277,7.406239,8.263140,26.324305,89.793983
0.1922036,0.171279,3.695418,7.224181,8.116295,27.116245,87.346306
0.1946999,0.355732,3.568456,7.221786,8.063164,26.407753,84.307114
0.1971962,0.286263,3.417540,7.365516,8.124798,24.967476,85.211929
0.1996925,0.195233,3.415144,7.655371,8.384870,24.076965,86.728134
0.2021888,0.116182,3.498987,7.988346,8.721816,23.665575,88.098221
0.2046851,0.202420,3.494196,8.256641,8.967859,22.972460,86.684540
0.2071813,0.245539,3.441495,8.443490,9.121222,22.226276,85.919052
0.2096777,0.322195,3.439100,8.520146,9.193700,22.068171,84.647820
0.2121739,0.437179,3.379212,8.465050,9.125090,21.925900,82.628418
0.2146692,0.528208,3.417540,8.539310,9.212948,22.046209,81.214005
0.2171655,0.525813,3.412749,8.599198,9.266582,21.877989,81.241142
0.2196618,0.530604,3.463054,8.618362,9.303249,22.122328,81.288979
0.2221581,0.511440,3.530128,8.491401,9.210172,22.785828,81.756432
0.2246544,0.429992,3.551688,8.213523,8.958869,23.536835,83.096962
0.2271507,0.326986,3.580434,7.839825,8.624922,24.636135,84.781891
0.2296470,-0.056294,3.503778,7.315210,8.111222,25.595985,90.920471
0.2321433,-0.487484,3.580434,7.061287,7.932145,27.100161,97.753273
0.2346396,-0.609654,3.633135,7.104406,8.002746,27.408632,99.525711
0.2371358,-0.358127,3.750515,7.444567,8.343632,26.843225,95.454491
0.2396322,-0.681520,4.047556,8.687832,9.608622,25.288212,99.557701
0.2421284,-1.424124,4.090675,10.561112,11.414852,22.300264,109.195015
0.2446274,-2.173916,3.836752,12.295454,13.062342,19.730631,119.536026
0.2471237,-2.784769,3.637926,13.198558,13.971090,19.142672,127.433418
0.2496200,-3.651939,3.398376,13.315937,14.219698,20.537458,137.059753
0.2521163,-4.435268,3.189967,12.705085,13.829919,23.268080,144.275269
0.2546126,-4.435268,2.761173,11.830728,12.932973,23.826567,148.095703
0.2571088,-4.119062,2.214999,11.016257,11.967908,23.003187,151.731140
0.2596051,-3.582470,1.826928,10.371868,11.124181,21.192451,152.980087
0.2621014,-3.036296,1.402925,9.919119,10.467865,18.634171,155.200638
0.2645977,-2.619479,1.137024,9.746642,10.156354,16.329720,156.536026
0.2670940,-2.166729,1.007667,9.849649,10.135368,13.636806,155.058578
0.2695903,-1.821777,0.942989,10.041289,10.248688,11.546268,152.633011
0.2720866,-1.543900,1.007667,10.314376,10.477852,10.134324,146.868454
0.2745857,-1.330700,1.105883,10.642559,10.782290,9.234206,140.271622
0.2770820,-1.203738,1.271172,10.867737,11.007841,9.151114,133.439255
0.2795783,-1.148642,1.376574,11.049794,11.194297,9.216056,129.842316
0.2820746,-1.139060,1.479581,11.088122,11.244246,9.558967,127.590996
0.2845709,-1.146247,1.608938,10.975534,11.151902,10.203438,125.467003
0.2870672,-1.196552,1.707153,10.908460,11.105882,10.819436,125.026802
0.2895635,-1.218112,1.826928,10.987512,11.204770,11.301306,123.693535
0.2920598,-1.273208,1.965867,10.985116,11.232029,12.035913,122.929405
0.2945561,-1.378610,2.138343,10.865341,11.159244,13.178920,122.810257
0.2970524,-1.500780,2.270096,10.719215,11.059261,14.244995,123.469048
0.2995487,-1.603787,2.397057,10.412592,10.804633,15.481770,123.785095
0.3020450,-1.824173,2.428199,10.139504,10.584579,16.674416,126.915535
0.3045467,-2.224221,2.526414,9.825694,10.386250,18.909966,131.360260
0.3070430,-2.485331,2.559951,9.392109,10.046986,20.801147,134.152649
0.3095393,-2.564383,2.495272,8.996851,9.682240,21.687738,135.782562
0.3120356,-2.662598,2.497668,8.766883,9.496632,22.607918,136.830643
0.3145319,-2.720090,2.552764,8.596803,9.371260,23.457115,136.817581
0.3170282,-2.681762,2.591093,8.450677,9.236858,23.810390,135.985138
0.3195245,-2.542823,2.586302,8.414744,9.163123,23.317274,134.514328
0.3220208,-2.423048,2.619838,8.383603,9.111505,23.057564,132.765259
0.3245171,-2.200267,2.627025,8.393185,9.065759,22.208944,129.947876
0.3270134,-2.003835,2.622234,8.613571,9.224157,20.963943,127.386017
0.3295096,-1.833755,2.689308,8.747719,9.333682,20.410093,124.288857
0.3320059,-1.697212,2.694099,8.932173,9.482742,19.620081,122.209846
0.3345011,-1.536713,2.833038,9.166931,9.717007,19.371040,118.476547
0.3369974,-1.416938,2.914485,9.454391,9.994371,18.920111,115.927673
0.3394938,-1.392983,2.957604,9.816112,10.346201,18.420176,115.219666
0.3419900,-1.383401,3.091752,10.225742,10.772119,18.326773,114.106079
0.3444864,-1.419333,3.206736,10.721611,11.280540,18.111767,113.874664
0.3469826,-1.414543,3.345675,11.152801,11.729426,18.040213,112.918510
