Keuwl Accelerometer Data File
2022-10-21 18-21-12

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
0.0000000,0.065876,3.501383,9.459183,10.086633,20.315687,88.922142
0.0024966,0.303031,3.534920,9.454391,10.098168,20.569267,85.100296
0.0049932,0.377292,3.592412,9.353781,10.027013,21.115173,84.004517
0.0074897,0.386874,3.733746,9.245983,9.978914,22.096441,84.084389
0.0099864,0.240748,3.719373,9.145372,9.875704,22.173130,86.296516
0.0124830,0.032339,3.664277,9.068716,9.781083,22.002287,89.494339
0.0149795,-0.125764,3.719373,8.934568,9.678640,22.613106,91.936607
0.0174761,-0.262307,3.808007,8.833957,9.623331,23.368496,93.940483
0.0199727,-0.355731,3.884662,8.836352,9.659103,23.819651,95.232170
0.0224693,-0.413224,3.875081,8.853121,9.672888,23.758591,96.086800
0.0249659,-0.453947,3.894244,8.920195,9.743772,23.726503,96.648888
0.0274597,-0.489879,3.834357,8.977687,9.774515,23.295271,97.280693
0.0299563,-0.525812,3.716978,9.049552,9.797285,22.529926,98.051765
0.0324529,-0.521021,3.621157,9.169327,9.872224,21.751396,98.187668
0.0349495,-0.506648,3.465450,9.234006,9.875875,20.770824,98.317703
0.0374460,-0.556953,3.257041,9.301080,9.870593,19.558189,99.703712
0.0399427,-0.552163,3.118103,9.332221,9.854836,18.743139,100.042000
0.0424393,-0.590491,3.077379,9.310661,9.823815,18.600742,100.861946
0.0449358,-0.585699,3.010305,9.265147,9.759505,18.314497,101.010185
0.0474324,-0.633609,2.916881,9.162141,9.636103,18.044922,102.255486
0.0499290,-0.885137,2.880948,8.802815,9.304456,18.899889,107.078949
0.0524256,-0.743802,2.895321,9.047156,9.528230,18.284433,104.407623
0.0549222,-0.465925,2.892926,9.164536,9.621582,17.730801,99.149292
0.0574400,-0.209606,2.931253,9.303475,9.756579,17.530041,94.090103
0.0599366,0.070667,2.995932,9.454391,9.917970,17.587093,88.648766
