Keuwl Accelerometer Data File
2022-10-21 18-19-30

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
0.0000000,-3.225540,4.991384,7.478104,9.551967,38.474392,122.871422
0.0024961,-3.362084,5.000966,6.924744,9.179615,41.030430,123.912422
0.0049923,-3.556119,4.912332,6.685194,9.026008,42.212418,125.901405
0.0075255,-3.874721,4.691946,6.773827,9.105633,41.933910,129.550705
0.0100216,-4.229255,4.375740,7.078055,9.334483,40.688107,134.024734
0.0125178,-4.564625,4.081093,7.300837,9.528555,39.985588,138.201065
0.0150139,-4.794593,3.946945,7.437380,9.689227,39.861794,140.538528
0.0175100,-4.864062,3.841543,7.549969,9.768244,39.384109,141.698990
0.0200061,-4.796988,3.848730,7.722445,9.872182,38.533600,141.259155
0.0225023,-4.660445,3.865499,8.050629,10.073453,36.946934,140.326782
0.0249984,-4.473596,3.918200,8.340484,10.243486,35.489384,138.786499
0.0274946,-4.205300,4.083489,8.627944,10.430764,34.191582,135.841949
0.0299907,-3.941795,4.248778,8.781256,10.521421,33.425022,132.853561
0.0324869,-3.649544,4.426045,8.903426,10.591508,32.794422,129.507660
0.0349830,-3.309383,4.608103,8.939359,10.587670,32.401085,125.684624
0.0374500,-3.088997,4.842863,9.020806,10.694399,32.487614,122.531578
0.0399461,-2.808723,4.981802,9.078298,10.729527,32.209572,119.414162
0.0424423,-2.629061,4.962637,9.154954,10.740247,31.526659,117.913345
0.0449384,-2.595524,4.715901,9.303475,10.748541,30.053623,118.827385
0.0474345,-2.607502,4.337412,9.540629,10.799806,27.943815,121.012825
0.0499307,-2.506891,4.205659,9.734665,10.896594,26.700478,120.798134
0.0524268,-2.396698,4.320643,9.818507,10.991597,26.712423,119.017502
0.0549230,-2.360765,4.521865,9.808926,11.056016,27.476200,117.568054
0.0574191,-2.346392,4.763811,9.626867,10.994363,28.881746,116.222328
0.0599153,-2.365556,4.984197,9.308266,10.820438,30.655504,115.389542
